Date,Valeur,Price,Open,High,Low,Vol.,Change %
06/22/2021,ICF,72,70,72,69.85,0.08K,0.00%
06/21/2021,ICF,72,72,72.05,69.59,0.05K,2.78%
06/18/2021,ICF,70.05,70,72.7,70,0.11K,-3.38%
06/17/2021,ICF,72.5,71.01,72.5,70.63,1.36K,-0.41%
06/15/2021,ICF,72.8,72.8,72.8,72.8,0.04K,1.13%
06/14/2021,ICF,71.99,71,72,71,0.54K,-1.37%
06/08/2021,ICF,72.99,70.81,73,70.81,0.05K,-0.01%
06/07/2021,ICF,73,71.56,73,71,0.02K,2.01%
06/04/2021,ICF,71.56,70.5,71.56,70.5,0.03K,0.00%
06/03/2021,ICF,71.56,70.5,71.56,70.5,0.08K,0.08%
06/01/2021,ICF,71.5,70.02,71.5,70.02,0.03K,0.61%
05/31/2021,ICF,71.07,71.5,71.5,71.07,0.06K,-0.60%
05/28/2021,ICF,71.5,72,72,71.5,0.37K,-0.69%
05/27/2021,ICF,72,73,73,72,0.20K,-1.37%
05/26/2021,ICF,73,72,73,72,0.33K,1.39%
05/25/2021,ICF,72,75,75,72,0.11K,0.00%
05/24/2021,ICF,72,72,73.5,72,0.96K,0.70%
05/21/2021,ICF,71.5,69.97,71.5,68,1.66K,2.19%
05/20/2021,ICF,69.97,67.2,69.99,67,0.13K,2.15%
05/19/2021,ICF,68.5,68.5,70.99,68.5,0.50K,-2.13%
05/18/2021,ICF,69.99,69.99,69.99,68,0.15K,1.45%
05/17/2021,ICF,68.99,67.89,68.99,66.01,0.09K,1.49%
05/11/2021,ICF,67.98,64.02,67.98,64.02,0.10K,3.00%
05/07/2021,ICF,66,64.5,66,64.5,0.27K,0.00%
05/06/2021,ICF,66,64.5,66,64.5,0.01K,0.00%
05/04/2021,ICF,66,65.99,66,65.99,0.05K,0.15%
05/03/2021,ICF,65.9,65.9,65.9,65.8,0.25K,2.97%
04/30/2021,ICF,64,62.5,64.04,62.5,0.20K,2.93%
04/29/2021,ICF,62.18,64.1,65,62.18,0.38K,-4.34%
04/28/2021,ICF,65,65.01,65.01,65,0.03K,0.00%
04/27/2021,ICF,65,65,65,65,0.06K,0.00%
04/26/2021,ICF,65,67.49,67.49,65,0.18K,-1.89%
04/23/2021,ICF,66.25,67.25,67.25,66,0.56K,-2.29%
04/22/2021,ICF,67.8,67.8,67.8,67.8,0.04K,0.00%
04/21/2021,ICF,67.8,67,67.8,67,0.30K,1.19%
04/20/2021,ICF,67,67.81,67.81,67,0.08K,1.76%
04/19/2021,ICF,65.84,65.25,65.84,65.25,0.11K,0.21%
04/16/2021,ICF,65.7,65,65.84,65,0.12K,0.00%
04/15/2021,ICF,65.7,65.84,65.84,65,0.30K,-0.21%
04/14/2021,ICF,65.84,66,66.01,65.84,0.18K,-2.99%
